,ProductId,Score,Summary,Text
1011,B003B3OOPA,5,Workout Plus,"People have recently been asking how I've lost 7lbs in 1 1/2 weeks. No i don't eat salads everyday, I eat healthy or try to most of the week, but I'm not strict on what I eat everyday. 1 thing however hasn't changed. The use of this product boasts amazing results. My metabolism has never been higher and I've been in the greatest shape of my life. I add this stuff to my protein shakes and most of my meals!"
1012,B003B3OOPA,4,Coconut Oil,I really liked the coconut oil I use it on  my skin and my hair--my one complaint was one of the jars was leaking and it leaked all over the other jars--other than that I am a very happy camper.
1013,B003B3OOPA,5,Great to fry with,"This coconut oil is great for frying at a higher temp. I use Nutiva for everyday cooking like eggs, or baking."
1014,B003B3OOPA,5,Really Nice!,I use this for my skin directly and making body butter and lotion stick.  It's top quality.  It's great for cooking and eating!
1015,B003B3OOPA,5,coconut oil,Very happy with the product. Last shipment got too warm in transit though and I ended up with a box of leaked oil. That was a little upsetting.
1016,B003B3OOPA,5,Great product,"We use this product in popcorn, as cooking oil, and it gives a great taste to every thing we cook and use it with."
1017,B003B3OOPA,4,Very acceptable,"I have no complaints, although I didn't give it 5 stars because the kind I<br />used to buy had little bits of coconut in the oil...in other words it seems like it<br />has been somewhat refined."
1018,B003B3OOPA,5,amazing amazing amazing!,"I use this in my hair, on my dried skin and to cook. i smell like coconut all the time... people keep asking me what fragrance i use and my reply is always coconut oil. LOL!"
1019,B003B3OOPA,5,coconut oil,"The product was shipped very quickly.  I love the coconut oil.  I use it for a moisturizer, hair conditioner, and in baking."
1020,B003B3OOPA,5,Love this!,Coconut oil has many uses and this size jar was sold at amazon at a great price...especially being that it's organic.  It's not heavy but it does absorb quickly without leaving a greasy feeling.  So far I've used it on mine and my daughter's hair...it works great.
1021,B003B3OOPA,5,Prepoo for Hair,"I use this as a hot oil treatment before I shampoo my hair. It's awesome, it's make my hair soft, strong and shiny. I place 1 tsp in a  bowl then place the bowl in hot water to heat it up, then I apply it to my hair. Afterwards I cover with a plastic cap and satin scarf/bonnet for 1-3 hrs, rinse then shampoo. I also add it to my deep conditioners. And use it to seal in my moisturizers daily"
1022,B003B3OOPA,5,Gold in a cup.,My natural coils absolutely love this coconut oil. I rub about half a teaspoon in after I do my co-washes. I haven't yet gained the courage to add a bit to my smoothies because the thought of it is kind of weird but it is ORGANIC so I just might. Love it when it's soft- not so much when oil/room temp or rock hard/cold.
1023,B003B3OOPA,5,I really like this coconut oil!!!,This is my second time ordering this product and I really like it.  This is a great buy from the seller and I would definitely recommend this product!!
1024,B003B3OOPA,5,Miracle stuff,I love love love this coconut oil. I use it for cooking and for skin care for my baby. It is safe on skin. And I dont care if she tries to lick it off.  Great as diaper cream with cloth diaper too.
1025,B003B3OOPA,5,Excellent,This coconut oil has a nice smooth texture at a reasonable price. We use it for homemade oil mixtures and for message.
1026,B003B3OOPA,4,Great for use on hair!,This coconut oil is an excellent oil for sealing moisture into the hair shaft. I have been using it lightly twice a day since I received my order and it works wonders! I love this stuff!
1027,B003B3OOPA,5,Coconut Oil,This is a great product. I was surprised at the many uses I found for it! My favorite was on toast. Very nice mild flavor.
1028,B003B3OOPA,4,Great all around product,"I bought this at my local health food store, not Amazon. It was on sale for a little cheaper. So far I tried this mostly on my skin and it is wonderful. It's slick, not greasy or heavy at all. I used it to soften my cuticles and I've never seen my nails look so radiant. Still haven't used it for my hair yet but I'll get to that sometime in the future.<br /><br />As for taking it as a supplement. The taste isn't bad. I do love the taste of coconut and for some reason I expected it to be slightly sweet but its not. It was hard to swallow a spoonful because the texture felt like I was eating lard. However, when spread on toast it is rather delicious. It's still to early to notice any difference on my health. Would buy again as a lotion though."
1029,B003B3OOPA,5,I love it!,"I love this coconut oil. I use it for my hair, skin and cooking! The hair is so soft after this. Use it as a nod cream.The best!"
1030,B003B3OOPA,3,I wish this worked for my Eczema :(,"To be fair, I'm not the ""Patch of Eczema here, patch of Eczema there"" kind of person.  I'm head to toe, since birth - so I'm fairly used to things not working very well :)  However, I was really hopeful for this after seeing the reviews.  It smells like a handful of fresh coconut, which I thought was nice!  I liked the smell.  It's very mild.  You do have to scrape it ouf of the container and let it melt in your hands before applying.  You get used to it.  It doesn't absorb as well as other oils.  Kinds of sits on the surface, so before bed is best.  I still use it occasionally mixed with other creams and lotions.  On it's own, it wasn't enough for my skin.  No miracle cure here.  But its still a nice smelling body oil.<br /><br />I did not eat it.  I have stomach issues that make that easier said than done :)"
1031,B003B3OOPA,5,Great Stuff,"Didn't know whether to expect high quality, safely sealed, and usable product or not, but I was very pleasantly surprised.  The product was fully packed, has a great seal at the top, and smells amazing.<br /><br />I've seperated part of the product for cosmetic uses into small containers and have the rest in my pantry to cook with (which I look forward to).<br /><br />I've started using this under my eyes at night before bed and the moisturing properties are fantastic."
1032,B003B3OOPA,4,Good value on a healthy oil,We've used this product several times now for varying uses.  The product feels great on the skin and is an ideal personal lubricant.  We have also cooked with the product.  Highly recommended for it's value.
1033,B003B3OOPA,5,Perfect Coconut Oil,"Second time buying the coconut oil and I'm yet to be disappointed. It stays at room temperature, and I use it for my moisturizing sprtitz, deep conditioners, and lotions."
1034,B003B3OOPA,4,Nature's Way Extra Virgin Coconut Oil- Amazon,"Fantasic product! Fast shipping! A little but goes a long way! I will buy again.  However, next time, I will get a bigger jar."
1035,B003B3OOPA,5,I love coconuts.,"This is a must have if you're a college student cooking for yourself. I can use this on the pan, I can use this on a banana sandwich (which is delicious with speculoos and lightly toasted bread), and sometimes I just stick it into whatever is in the pot just for fun. Coconut oil is good for your health. It smells great too."
1036,B003B3OOPA,5,let me count the ways I can use the coconut oil,I use this on my hair to moisturize it and for conditioner. It is good to use on the skin as a moisturizer and for different problems.  It is also good for cooking and eating. I will spread some on a piece of wheat bread when I am hungry and need a quick snack.  In my opinion it is also good for the digestive system.
1037,B003B3OOPA,5,Love me some coconut oil,"I like cooking with this stuff.  You can taste it in your food sometimes, and I actually like my foods better with it, on top of that i have lost a lil weight using coconut oil (even better ;))"
1038,B003B3OOPA,5,Use on my little ones diaper rash!,This works amazing on my sons diaper rash! All of the regular diaper rash cream didn't help at all but this stuff cleared it up in ONE day!
1039,B003B3OOPA,5,Organic coconut oil what more to say,"This is good quality coconut oil, i use it mostly for my hair as a hot oil treatment and it is wonderful. The jar is plastic which would be better if it was glass, but not a huge problem that you can't deal with. You can use this for cooking as well and it has a nice strong coconut smell. Just good product overall, really doesn't have much to say."
1040,B003B3OOPA,5,Best one out there,"Believe in all the reviews, this product is A+! Best coconut of all coconut oils I have tried (I am a coconut oil fanatic), the strong is a little stronger. I think this one is more healthy as well, with a great price and amazing quality. I put it in everything and know that it is good for me!"
1041,B003B3OOPA,5,Smells Heavenly,"I love this Coconut oil, it smell delicious. I do not use it for cooking but for my hair, it leaves my hair smooth, manageable and shinny."
1042,B003B3OOPA,4,Coconut Oil,All  you need is just a little bit coconut oil for cooking or baking and it is very health for you.  You can smell the coconut during cooking and that is great for coconut and curry chicken dish.
1043,B003B3OOPA,5,frhgthyrfedws yeyeyey,"I really like this oil. Its amazing. I use it for my hair, and skin, and omfg. The first treatment I did to my hair, made it silky soft, shiny, and, it was not frizzy. Thank teh lard. And I used it on my gigantic pimple, the first 10 minutes, the redness from my pimple went away, and overnight, my pimple shrunk a decent amount. I havent consumed this yet. Not planning to. Just a (natural) beauty product for me."
1044,B003B3OOPA,5,great conditioner,"I am hawaiian and we appreciate the light -airy heritage extremely long hair that is our signature.  This product is a wonder worker to keep my hair soft, the cuticles are stronger, and I like the fragrance, too."
1045,B003B3OOPA,5,Great Product,"I received the coconut oil very promptly. It has great flavor, I am enjoying cooking with it and I am teaching my son the many uses it has."
1046,B003B3OOPA,5,Great for Hair!,"This coconut oil is great! I bought it for my hair but before I started using it I tasted it and I will surely consider using it for cooking too. Anyway, I have natural hair and it's really great at locking the moisture in. I'm about to reorder because I've used it all. I also used it on my skin and that worked out fabulous as well. If you have a jar of this, you can get a lot of use out of it."
1047,B003B3OOPA,4,Very good product and taste,"This is a very good product,it seems healthy to eat everyday, although I cannot see the results yet. I plan in buying more."
1048,B003B3OOPA,5,AMAZING,"the jar leaked a bit in transport and was misshappen because it had been laying on its side, but the quality of this product is amazing. it smells sooooo good and just melts in your hand. as soon as it hits your skin/scalp/hair it instantly soothes. So happy I started using coconut oil, and its so cheap too!"
1049,B003B3OOPA,5,I love it,"I can't use this on my skin because it breaks me out and gives me pimples, but it's fine for my hair and I love the smell. The only negative about this is that it goes back to its hardened state in the cold and dries my hair, scalp and lips out which is why I'll probably switch to Jamaican black castor oil after I finish this up. Other than that I love this stuff. It makes my hands soft and my nails really nice, too."
1050,B003B3OOPA,5,Very helpful,"I suffer from frequent yeast infections. This product was recommended to me to be applied as a cream for treatment. It cuts down itching, burning feeling you get with a yeast infection, makes it a lot more tolerable. Not a quick cure, but if used at the onset of the symptoms can help keep it to a minimum."
1051,B003B3OOPA,5,Delicious and Nutritious!,"Just received this item and purchasing Coconut Oil for the first time. Nice pound jar (16 oz.)and upon opening it noticed that the texture and white appearance does look like Crisco oil from the can. However, the wonderful coconut scent takes me back to my Bounty candy bar eating days, and eating the recommended one tablespoon a day has turned out to be a treat because it tastes like coconut too!"
1052,B003B3OOPA,5,"Excellent product for cooking, hair and body",My family loves this product. I cook with and it taste great. I use it on my body and also on my haisr. It is a great product.
1053,B003B3OOPA,5,Coconut Oil,"I was happy to hear about coconut oil, and have found it to be easy to use, and the faint taste of coconut is very pleasant."
1054,B003B3OOPA,5,New Concept,"Nature's Way EfaGold Coconut Oil -- 16 fl oz  Only recently heard that Coconut Oil offered a number of health benefits, particularly in helping to maintain and improve memory.  I recently got my first order from you and surprised it's so easy to use and has many additional benefits I hadn't expected.  I'm now reading up on best ways to benefit and expected timelines.  What really surprised me is how abundant Coconut Oil is, and affordability.  Interested to see where it takes me a few months down the road."
1055,B003B3OOPA,5,Organic Coconut oil,"I have used two containers so far and am almost ready to redorder. I no longer use butter, I use it on bread, in oatmeal, and stirfrys. Also skin care is very good. Amazon had the best price."
1056,B003B3OOPA,5,Exactly what I needed,"Great quality, decent price. I use it for my hair, face, skin, and for cooking. I also use it on my kids in place of lotion and conditioner. Works great on diaper rash as well."
1057,B003B3OOPA,5,Very good natural moisturizer,"I really like this product,rich misturizer for skin and I know it,s natural.I also mix it with shea butter and cocoa butter for rich,luxurious expirience."
1058,B003B3OOPA,5,One word to describe - LOVE!,"I used this both for cooking and for hair and I am madly in love with it.  It's perfect in every way. BUY IT, NOW!"
1059,B003B3OOPA,4,A bit of yellow color,"Not sure if this is good, bad or indifferent, but I got a can of this and in the small amount of liquid phase at the bottom of the jar, it was slightly yellow colored.  Havent had any of this yet, doubt it is rancid or anything, but it is a bit off-color."
1060,B003B3OOPA,5,Coconut Oil,"I started using this about a month ago after reading a lot of the benefits of coconut oil.  I have used it on my hair for great results, and I add it to my oatmeal or on my toast, or just take it straight.  I will see if I see any difference in my cholesterol levels when I go to the doctor.  Coconut oil is good to add to your diet for so many reasons that I will probably include this in my diet forever."
1061,B003B3OOPA,5,Satisfied,The product came on time as stated. It was packaged very well. The taste is not too strong and I have also used it for cooking. I thought the price was fair. I would buy from this seller again. I like dealing with Amazon.
1062,B003B3OOPA,5,Great for dry skin/eczema!,"I don't generally review products, but this works so well for me that I wanted to write about it in hopes someone with the same problem will read this and give coconut oil a try.<br /><br />For years I've been trying to find some sort of moisturizing lotion, ointment, or oil that would relieve my extremely dry skin. Lotions required constant reapplication, so they were expensive and inconvenient. Ointments were too thick and would make my skin hot and sometimes exacerbate itching. Baby oil didn't seem thick enough. The best solution I found was dissolving a bit of ointment in sesame oil with a dab of steroid ointment to control itching. It was okay, but not great. Plus, I quickly tired of smelling like popcorn.<br /><br />My dermatologist recommended that I try coconut oil. I've been astonished by how well it works. After only two days of use, my eczema rashes had faded considerably because they longer itched. Patches that I had for months were suddenly gone. The rest of my skin no longer feels dry and tight, which means no new rashes! I only have to apply coconut oil in the morning and after my shower with no need to reapply throughout the day. Best of all, I smell (quite literally) like a fresh coconut right after I apply it, and the scent fades rather quickly (so I don't get sick of it).<br /><br />I realize this sounds too good to be true, and I'll be sure to update if the product suddenly stops working. But for the time being, I'm absolutely thrilled with the improvement I've seen in my skin!"
1063,B003B3OOPA,5,AMAZING CURE ALL!!!,"Ok i have been using this brand of coconut oil for about 3 months now. I have been eating it, and i have hypothyroidism. It has made me feel so much better, more energy, swelling in my throat has gone down and it tastes great! i make chocolate shakes with it. I also use it as a skin lotion, no more dry skin and it smells soo good. I use it on my hair, no more dry hair, it has helped me grow my hair out and its really shiny. I have also been using it on my face, it has completely gotten rid of my acne and is quickly fading my acne scars, and no it does not clog my pores. This coconut oil is amazing, i love it!!!"
1064,B003B3OOPA,5,Can't Ever Be Without,"I don't want to ever be without this coconut oil. I have been using it for quite some time now, and am 69 yrs of age.  I went to see my doctor for my six mths check up,  and she was amazed at my colostrol levels.  She said they were perfect, and wondered what my secret was.  I didn't tell her my secret,  but I do stay away from fatty foods,  and use this cooking oil for frying,  and also baking,  and it gives my food a wonderful flavor.  Tasting this oil alone,  has a delicious coconut taste,  but that same taste doesn't show up in the foods that I use it in, and I don't think one can beat this price anywhere.  I was paying twice as much as this from another company,  plus shipping and handling, but this is a super deal,  no postage,  and half the price.  I just hope Natures Way will never stop having this coconut oil available, I also like the fact that it is organic.  I will continue ordering this oil as long as it is available."
1065,B003B3OOPA,4,Multi-Use Product for Great Price,"So I started using this the day I received it in the mail (fast shipping btw) and I'm glad I made the purchase.  I use this 1-2 times a day when I have a smoothie, sometimes as a little spread on my toast, and for my skin.  I have very sensitive skin (on my face and back) so I tend to use it everywhere else on my body.<br /><br />In regards to the supplement, it does in fact suppress your appetite, which will than lead to smaller portion control if you were ever to stop using this as a supplement.<br /><br />My next step would be to use it for a replacement of cooking oil but hopefully the meat won't have that taste of coconut...I love coconut but not to that extent."
1066,B003B3OOPA,5,Love This Product,"This Coconut Oil is super good, so good I have it on auto order. It is organic, tastes great, smells great, very fresh, ships fast..I love it. I use it in place of butter or margarine on my food, I use it to stir fry, I also use it on my face. I am a vegetarian and would recommend it to others. One of my favorite dishes is baked sweet potato, I cut a large one in half after baking and put Natures Way coconut oil, cinnamon, and pecan pieces on top. Everyone that eats one of these says ""I taste fresh coconut on this, how did you do that?"". I don't mean to rant but this product is something to rant about! Just try it, you will like it."
1067,B003B3OOPA,5,Different from Nutiva,"I have always used Nutiva brand coconut oil and ordered this brand to try because it was on sale. From now on I will probably keep both brands in the house as I found them to be pretty different from one another and useful for different purposes. The Nutiva brand definitely has a lot more coconut flavor, adding a lot more flavor to smoothies or in cooking. This brand absorbs into the skin a lot faster, without leaving the oily film on top of the skin, so I will continue to use this coconut oil for skin and hair care."
1068,B003B3OOPA,5,This stuff is great!!,"I have done so much research on coconut oil, because I've heard only good things about it. So I finally got it.My skin has never felt better and looked better, and it has only done wonderful things to my hair.Forget about all the expensive creams(they're all a scam) because coconut oil is all you need for you hair and skin issues.I would definitely buy this again, and recommend it to everyone.Thank you Nature's way coconut oil!"
1069,B003B3OOPA,4,Not great for cooking....,"I use coconut oil for as much as I can...  Skincare, hair, cooking, etc.  I will say that this product is better for skincare and hair.  My husband has loved the change now that I'm cooking with coconut oil but when I used this one on his morning eggs he new immediately that it was a new one.  He said ""I can really taste the coconut in my eggs"".  So I switched back to my other organic coconut oil for cooking."
1070,B003B3OOPA,5,i love this coconut oil,"i love this coconut oil i use it on my hair lips and skin, it smells so good and it really moisturizes im definitely buying again well once i get off my buying freeze cuz i need to replenish i would recommend this to anyone looking for coconut oil for thier hair as a moisturizer.<br />i know nothing bout using it as food never tried i might my next batch i order"
1071,B003B3OOPA,5,Great Product for sealing moisture in your hair!,"I love this product! I usually mix it with shea butter and olive oil and apply it to my hair over my conditioner to seal in the moisure. I works great because I have been retaining hair length and I rarely experience any breakage. The smell is okay and its texture is good. I also use this same mixture as a skin moisturizer and also to wash my face using a oil cleansing method. I haven't had any new breakout since I starting using it. Overall, its a good buy!"
1072,B003B3OOPA,5,Very pleased with the Organic coconut oil,We are very pleased with this coconut oil! This is a great product that should be in every home. It works well on the skin and in the kitchen.
1073,B003B3OOPA,5,Coconut Oil,"I chose this coconut oil because of the many positive reviews it received. I love everything about this product! I am a college student, and the water that I use here at school (to shower) is very drying to my skin. This coconut oil combats the drying effects of the water and leaves my skin feeling so soft. It glides on smooth and absorbs quickly. It also smells wonderful! Everyone in my family LOVES it. I would highly recommend it to others."
1074,B003B3OOPA,5,Great product...,"I only have one word for this Coconut oil ""AMAZING"" ! I use it in my hair, on my skin and even to cook. I will definitely purchase more!"
1075,B003B3OOPA,5,Great product...,Coconut Oil + sugar + milk: I put it on a mug for 2 min. on a microwave and ... delicious... I've been taking twice daily for a week. It might have helped me fighting with my scale. I'll be buying a second one today.
1076,B003B3OOPA,5,Coco for Coconut Oil,We use this for cooking. A friend told me to use on my face as a night moisturizer & what a difference my skin now has in my morning after I wake. Here's to coconut keeping me youthful in more ways than one!
1077,B003B3OOPA,5,Great for hair!!!!!!!!!,I bought this product for a leave-in conditioner and it works great! Hair feels and looks so silky soft after I wash it out. Couldn't be happier! It smells great too. I hope Amazon never stops selling this product.
1078,B003B3OOPA,5,Great product!,The product tastes very good! I will update my review once I have used it for at least a month.<br /><br />06/19/12 Update: I've been using this product as a body lotion and hair moisturizer and I don't have any complaints. The coconut oil has made my skin so silky soft and my hair has stopped falling out so much. The smell is not too strong of coconut and easily absorbed when applied to the skin.
1079,B003B3OOPA,5,LOOOOVE,"I bought this to use as a moisturizer and I'm glad I did. Smells amazing and feels great! Great for the cold, dry summer!"
1080,B003B3OOPA,5,Excellent Moisturizer!,"I use this for moisturizing my skin and to heal my toddler's chapped lips.  It works well, smells yummy, and I'm not scared that my daughter will get sick if she licks it off."
1081,B003B3OOPA,5,Great!,"This product is great! I love the smell and the fact that coconut oil is multipurpose. I mainly use it in my daughters hair as a moisturizer, and for dry skin. It makes my skin feel so soft."
1082,B003B3OOPA,5,This stuff is amazing,"This is really great stuff<br />great for the winter when your skin is dry, hydrates right away. really good for you!<br />truly a quality product! well recommended, will buy more when i run out."
1083,B003B3OOPA,5,EXCELLENT,"This oil is great for your hair, skin, and food!! I love it. ALL NATURAL. You can melt it and it turns into a miracle oil.. Glad I found it!"
1084,B003B3OOPA,5,Love it,I use this organic coconut oil in my sons hair. Its fantastic. Smells great. Doesn't leave his hair dry. No sulfate. Best of all it can be use for other things to. Like cooking or to lotion your skin. Would buy again and again.
1085,B003B3OOPA,5,Very good product.,"a very good value for money product.<br />It is nice, does not smell.<br />And because it comes in a jar, we can just scoop the coconut oil out of it."
1086,B003B3OOPA,5,Delicious,"Great stuff. Can use as cooiking oil or as a spread like you would butter. Extra virgin tastes like coconut, so keep that in mind as you use it in cooiking."
1087,B003B3OOPA,5,Love it!,"Versatile coconut oil, I love it a lot. I mainly use it for my hair which leaves it manageable, moisturized and soft. Because of all the good properties a coconut has, this oil is great for people that are suffering from acne. By taking it as a supplement, cooking with it and/or just using it as a moisturizer(face and body) will definitely help. I highly recommend this product!"
1088,B003B3OOPA,5,Lovely product.,"I use this product as a moisturizer.  It has a fabulous smell, and it is great quality coconut oil.  I had to order this since it's getting cold, because the oil becomes a solid.  Since this is in a jar, you can still scoop it out.  It is also a great moisturizer for curly hair."
1089,B003B3OOPA,4,Smell so good,"I really like this oil, you can also use it to cook. I prefer to use it as body moisturizer. Apply lightly because it is really oily."
1090,B003B3OOPA,5,Great for cooking,"I ordered this coconut oil a few weeks ago, since then I've used it in cooking to replace less healthy oils and in baking as a substitute for butter or margarine.  It easy to work with and it tastes fantastic.  I've used it in everything from stir fry to brownies, it's delicious and healthy.  Who could ask for more?"
1091,B003B3OOPA,5,Great!,"Smells so delicious! This is some of the best coconut oil I've ever had. IT is hydrating for the skin and great to ingest! It does melt under heat, so be sure to refrigerate. Love it."
1092,B003B3OOPA,5,Black Relaxed Hair,I love this coconut oil. I use this on my hair. I love the fact that its solid but melts in your hair. Its so light and smells wonderful. This is my number one oil I use to seal in moisture.
1093,B003B3OOPA,5,Coconut oil,"I love the product , it is an awesome product, and you get a lot for your money<br />the container was way bigger than i expected. Highly recommend."
1094,B003B3OOPA,5,tasty coconut oil,this organic coconut oil is very white and delicious...it is not pale like some coconut oil i have purchased in the past...they looked oily sort of ..this is a very good grade of coconut oil.i use it in my manna balls recipe...it is good for rubbing into your hands to soften them and lubricate them it smells wonderful...and taste delicious...it is liquid at room temperture and solid at room temperture according to the temp of your room it is in...a good buy  16 oz jar bought on amazon.com
1095,B003B3OOPA,5,Good price for good product,"I use it as spread instead of butter.  It's delicious. My whole family like it including my young daughters. What's more the price is great, less than $7 including shipping. A great buy!"
1096,B003B3OOPA,5,Great all natural moisturizer,"I have been using this as a moisturizer (less than a teaspoonful) for my entire body and it hasn't caused any breakouts, even on my face. For this price, it is very economical and a purer moisturizer compared to many lotions. It melts in your hand and a little bit goes a long way.  It has a very slight coconut scent which reminds me of the beach and suntan lotion. It doesn't have a greasy feel and it doesn't transfer to clothes as long as you use just a little bit - you won't need much."
1097,B003B3OOPA,5,Smooth and Tasty,"I have been using this coconut oil for the past few days and I am happy with the results.  I first tried it on its own and the consistency was not too appealing to me, so I began putting it in my meals and that works better for me.  I have also used a portion of it with some Shea Butter as a moisturizer and it works great as well.  It seems to me the uses are endless.  I can see that I will be purchasing another container of this because it is so versatile and all natural.  I really love that and I love this coconut oil.  It does have a slight coconut taste and smell.  I get a hint of it when i cook with it but it is does not over power any of the dishes that I make with it.  Also it absorbs very quickly into the skin leaving it soft but not greasy and there is slight coconut smell but it fades quickly once absorb into the skin.  It is a bit pricey and is definitely an investment.  The serving size of 1 tablespoon 3-4 times a day is a bit much and will contribute to the necessity of purchasing another jar quicker than I would like.  Overall, very happy with my purchase.  As always thanks Amazon for such a wide and wonderful selection of products."
1098,B003B3OOPA,5,Coconut Oil,"I use this oil all the time for cooking. It adds a great flavor, especially to fish and chicken. Great for sauteing!"
1099,B003B3OOPA,5,LOVE IT,"After reading the great reviews, I ordered this product for my natural hair.  All I can say is I LOVE IT!  I massage the oil on my scalp every night, it makes my hair nice and soft.  I use it in my daughters hair who's also natural, it make it easier to staighen her hair and it leaves a beautiful shine. Her teachers and classmates always giving her compliments and inquiring about this product. I also mix it with shea butter works wonders on the skin especially during the winter season.  My family love this product I will be ordering more.  Thanks Amazon for the fast delivery.  Very happy with this product."
1100,B003B3OOPA,5,I simply love it!,"First of all I really like the consistency of this oil, then comes the taste! It's great for cooking, adding into oatmeal, over salads and the list goes on and on. I am very happy with this product and will definitely continue to purchase this particular brand. Also, the price point is definitely right. Similar products in the health food stores sell for over $10.00. In short, it's organic, tastes great, excellent for cooking and your health so purchase with confidence!"
1101,B003B3OOPA,5,good product,"i have been using it on my hair as lotion, to eat just in tablespoons i have seen a small improvement on my skin."
1102,B003B3OOPA,5,Delicious,"This coconut oil is great.  I haven't tried many others, but this one is organic and everything at a great price so I went for it and I'm loving it."
1103,B003B3OOPA,5,Yay for coconut oil!,"I use this for the bumps on my upper arms.  It helps keep the skin moisturized after exfoliating, apply post-shower.  It works!  And smells great.  It surprisingly soaks in quite quickly as well.  I have not eaten this product.  :)"
1104,B003B3OOPA,5,Great product,It worked well as a hair conditioner and it was packaged well. I also used it as a skin moisturizer. Has a light coconut smell. I plan to start cooking with it soon.
1105,B003B3OOPA,5,Great Product!,"I use this as my hair conditioner and love it! I have very thick hair, and this helps tame it without looking greasy. I wash it with castille soap first then use the coconut oil.<br /><br />Be aware that this does smell like coconut while I have tried others that do not. I love the smell, but it may turn some off."
1106,B003B3OOPA,4,little pricey but taste good,"This coconut oil taste good, with the special coconut flavor you can feel of the really coconut (I'm a coconut lover and ate a lot of coconuts before). I bought it as a deal and found that the coconut oil was really good for health. And my friend told me that it can help prevent the pregnancy marks, but I never have a chance to try it myself.<br /><br />It's a little pricey but worth a try."
1107,B003B3OOPA,5,"must try item, highly recommend to my family and friends","I have been using this stuff for 2 months and I absolutely love it for cooking.  I also use it for my body, face and hair.  Not sure about all the healthy hype but it is a must try product.  You do have to get use to the consistency depending on the weather it could be in a liquid form or hard.  It is a great moisturizer I have very dry skin, after 2-3 minutes you no longer feel oily and the slight smell of coconut also disappears.  I do moisturize before I go to bed not sure if I would do it in the morning before I get dress for work, I would be worried it might ruin my clothes.  So far I don't see any oily stain on my clothes of bed sheets. <a href=""http://www.amazon.com/gp/product/B003B3OOPA"">Nature's Way Organic Coconut Oil, 16 Ounce</a>"
1108,B003B3OOPA,5,Made my hair so soft!!,"I used this once on my hair and it worked like a charm!! Dandruff is diminished, and its so soft and smooth!  would definitely buy again."
1109,B003B3OOPA,5,SMELLS OUTSTANDING!!! NEVER SPELLED ANYTHING LIKE IT!!,This is my first experience with coconut oil. It's amazing. OMG...It smells heavenly. I will always come back here and purchase this. I've been missing out!<br /><br />Love it!!!<br /><br />Oh and I love the way it's packaged. That's very smart to put it in plastic<br />just in case there are any accidents.
1110,B003B3OOPA,4,just like expected,"It is a good coconut oil, at room temperature is clear, it does have a light coconut smell to it, so I mostly use it for baking sweets."
1111,B003B3OOPA,5,Love coconut oil!,"This oil is very moisturizing! It arrived in liquid form and I'm not sure if that is how it's supposed to be but I just put it in the freezer for a few minutes to harden it a bit. Smells amazing, just like real coconut. Great conditioner & it tastes good as well. I think I'll try cooking with this next! Very pleased"
1112,B003B3OOPA,5,GREAT!!!,"Keeps my hair soft and moisturized. I use it as a sealant after I condition and I reapply throughout the week. I haven't noticed any build up, it just melts into my hair."
1113,B003B3OOPA,5,love it,wish that i could add more stars to this product... this is by far the best moisturizer on the market
1114,B003B3OOPA,5,surprisingly yummy!!,"I ordered this as I've read about the health benefits for my particular health problems. I figured I would have to force it down, as I don't like coconut flavor. This has a very very mild flavor. It almosts tastes like a creamy butter spread. I'm loving it. It's great for skin as well, although I recommend if you're getting this for eating and skin/hair care either buy 2 different tubs, or take out some and put it in a seperate container for your skin care. You don't want to have germs in it. I think it's a great price for a great product."
1115,B003B3OOPA,5,Delicious and good for you,Heard about the benefits of coconut oil on the Dr. Oz show. I tried several other brands and Nature's Way Organic just tastes better.<br />Especially delicious in stir frys. I buy it in bulk through Amazon which saves money. Good product and great service!
1116,B003B3OOPA,4,Worth the money,"Great value! Great product!  This oil is great for hair.  I use this for my natural 4b/4c hair.  It works well and love the natural coconut smell it leaves in my hair.  Like any oil, it turns liquid when in warm environments.  Although its messy, I like it in liquid form."
1117,B003B3OOPA,5,The many uses of coconut oil...,"I purchased this item about a month ago. I wanted to wait until I had an opportunity to really use the product in many ways and to gauge the results.  I started out taking tablespoon as soon as I purchased it...and soon discovered that other reviewers are correct - some people have to work their way up to taking a tablespoon. Now I take a table spoon in the morning mixed with a protein shake. Sometimes, I mix it in hot coffee or tea. I have also started taking an additional tablespoon in the afternoon either spread on crackers or a small piece of bread.  As a food, it gives me an extra boost of energy and seems to make me more alert.  I have begun to lose weight but I am not certain if this is because of the coconut oil or because I have implemented a walking routine. Either way, it gave me the energy to want to get up and get moving! I also use it as a moisturizer on my skin. It does go on rather oily, but it absorbs quickly. I just have to make certain that I give myself enough time for the oil to absorb before putting on certain fabrics. I was in awe regarding how soft my skin felt. Rough patches are now smooth.  I have stopped using a popular African American hair moisturizer on my son's hair and began using this.  All I can say is his hair loves coconut oil. It improved his texture.  I have also used it on an area of his head that seemed prone to razor bumps.  It is healing well. Finally, I read that this is safe for dogs.  I gave some to my dog and now he demands it each morning. He loves it too."
1118,B003B3OOPA,5,awesom!!,"This stuff is awesom!! I use it on my hair and as a body moisterizer ,leaves my skin soft and my hair shiny .  i will be ordering some more very soon :)"
